target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000117634.2	3.39340887973135e-14	1.27938301583631e-09	2.38795378925882	0.314935677368696	6.82671147230498	1.82971836694629	0.00392058433091638	0.144856136988603	0.0885705303815199	0.144856136988603
ENSMUST00000036070.15	3.68090637451736e-09	6.93887660660268e-05	1.68302199414362	0.285358094836472	6.66851351794797	0.947484000577786	0.00189265063587091	0.12025121279718	0.0947995931403785	0.12025121279718
ENSMUST00000239217.2	1.23806226344847e-08	0.000155591411521781	2.17184221219302	0.381399630558808	5.77833004796	1.58962839222752	0.010179858478695	0.208018658806898	0.163527032653098	0.208018658806898
ENSMUST00000098374.9	9.00678158534615e-07	0.00848934198326802	6.29175444820749	1.28084685249101	3.18251622168579	12.2819200915991	0.382874076648356	0.124710774148445	2.07797891265583	2.07797891265583
ENSMUST00000064265.13	1.25003999266623e-06	0.00934366313698028	1.46257458807781	0.301715019414039	6.41924650966802	0.750975671235313	0.00364706194330662	0.132900867466714	0.107169674069148	0.132900867466714
ENSMUST00000123781.8	1.48697625648193e-06	0.00934366313698028	6.55241781433182	1.36140612817813	2.58306172660596	12.9019577558037	0.0228634013647899	0.00426658829999669	2.75727656739667	2.75727656739667
ENSMUST00000164763.8	1.29310180871684e-05	0.0696464634174892	6.55695819152888	1.50345185438763	2.69792824583843	12.9346068470115	0.748505618348467	-0.702884831630738	2.64204559934394	2.64204559934394
ENSMUST00000034214.8	1.69354767655899e-05	0.0798126681270336	1.07143505170689	0.249062030321212	6.78709730516797	0.386872061696447	0.00301488383530669	0.0500852920254488	0.0900329585862801	0.0900329585862801
ENSMUST00000035266.11	2.07111457692955e-05	0.0867612908659978	6.02179634989417	1.41453580204435	2.31775099438714	13.0453810896621	0.0206605722961466	2.68780405993196	2.98070673060174	2.98070673060174
ENSMUST00000118869.8	2.7149441500393e-05	0.102358824344782	-1.4531471335783	0.346305130043362	5.7621431769834	0.77062909137681	0.014280112410615	0.157142529875343	0.165610752230909	0.165610752230909
ENSMUST00000049262.14	7.16057715342021e-05	0.245425527125681	6.1507928666304	1.54897232487978	2.38291103178103	11.4088035549585	0.666598380004328	-0.592688769377933	2.93237451486087	2.93237451486087
ENSMUST00000153290.8	0.000174213302456508	0.416578074969015	1.10835372396434	0.295266257472909	7.54970639359365	0.473152988590156	0.00344461500291206	0.127328629200176	0.0711278959995234	0.127328629200176
ENSMUST00000126663.8	0.000177615397296156	0.416578074969015	-5.31893425707618	1.41880052782144	3.22191293808835	10.6924936821651	0.995781423531472	1.76068756751297	2.02371098308812	2.02371098308812
ENSMUST00000032454.8	0.000183431417673543	0.416578074969015	0.793946954680281	0.212239569728081	8.0854169085257	0.201143607547027	0.00018145746227411	0.0148661394042243	0.0673869949752673	0.0673869949752673
ENSMUST00000247868.1	0.000183431417673543	0.416578074969015	0.793946954680281	0.212239569728081	8.0854169085257	0.201143607547027	0.00018145746227411	0.0148661394042243	0.0673869949752673	0.0673869949752673
ENSMUST00000102544.9	0.000187409368508876	0.416578074969015	-5.78599486478004	1.54895831736338	2.19985025183007	10.1130477853218	0.543132087600517	-0.455973571671079	3.05577571579326	3.05577571579326
ENSMUST00000132947.2	0.000187836912484039	0.416578074969015	5.28881364774888	1.41607621602032	2.94251126840266	9.6168484380642	0.635070560024657	0.896658812325055	2.372837214343	2.372837214343
ENSMUST00000151528.8	0.000240183468367181	0.482889678812318	6.02433797517745	1.64038885225237	2.3377402961337	11.1538255412853	1.0699262566882	-0.737387344768493	2.96638712320259	2.96638712320259
ENSMUST00000159162.2	0.00024744323757366	0.482889678812318	1.40939499428811	0.384566611402296	5.73168672681203	0.727178445495431	0.0521987689679405	0.1118764441797	0.169638448940227	0.169638448940227
ENSMUST00000236695.2	0.000256161306462426	0.482889678812318	5.73528653168538	1.56872402748738	2.40206790457328	9.9591974493941	0.774059973906437	-0.660130012363177	2.9172826377179	2.9172826377179
ENSMUST00000003687.8	0.000304320208565292	0.529070945778782	1.21665961245733	0.33687603327651	6.40087576340611	0.580260737930783	0.00188547939953747	0.168342713294637	0.108233531576048	0.168342713294637
ENSMUST00000171265.8	0.000310374296227653	0.529070945778782	1.80722909842874	0.501105572090539	6.69972117276482	1.28115125751849	0.173968533121946	0.202691658448333	0.0934848220633814	0.202691658448333
ENSMUST00000179041.8	0.000334825362774163	0.529070945778782	0.944648244205967	0.263371661908659	7.12538546695578	0.35094565034026	0.016691636603576	0.0873553118412174	0.0793730442825812	0.0873553118412174
ENSMUST00000124310.5	0.000343223437538857	0.529070945778782	-1.43865520602207	0.401827330612559	6.68137298852231	0.814676884896972	0.00316345965159027	0.239034345789232	0.0942523191758231	0.239034345789232
ENSMUST00000096355.4	0.00035082419087766	0.529070945778782	5.21034279303814	1.45762002030371	1.91202421595912	8.40785562543035	0.00834208857443554	0.321100435351832	3.17864209681084	3.17864209681084
ENSMUST00000222711.2	0.000458343943667672	0.628680319607455	0.929954775921512	0.265398870397124	6.93053220360897	0.343968638067452	0.0165759929514726	0.0890788476606315	0.0850151904210953	0.0890788476606315
ENSMUST00000223683.2	0.000480253121157549	0.628680319607455	5.71865247469922	1.63786188417453	2.1661790791943	9.9114679070675	0.949311501620545	-0.823596415179972	3.07457582582706	3.07457582582706
ENSMUST00000236135.2	0.000481989185804301	0.628680319607455	1.77128400769879	0.507448183273908	4.90229441959945	1.25023850122843	0.0155215195899976	0.370733968471986	0.357709363890637	0.370733968471986
ENSMUST00000066149.9	0.000483574592027378	0.628680319607455	-5.11111375315647	1.46463108131925	1.86240969601829	7.98296888573318	0.026892956331106	0.155511726695916	3.19082335021847	3.19082335021847
ENSMUST00000106222.9	0.000556380163769784	0.699221497814946	4.63883722645685	1.34379872522161	2.73599125607905	8.62259726075722	0.0459349700354395	2.66275755082539	2.60199676890104	2.66275755082539
ENSMUST00000108836.2	0.000634732523401092	0.77195759991187	4.86609728383818	1.42436747536817	2.8782928584327	7.98045713495454	0.597372526176781	0.498610351599916	2.44586153115324	2.44586153115324
ENSMUST00000097776.4	0.00067264273771351	0.792499265539837	5.71495100790608	1.68062388270376	2.16432841296741	10.0975865765905	1.16116855776454	-0.786934720563933	3.07557639490684	3.07557639490684
ENSMUST00000063750.8	0.000722179664860717	0.802926511784508	5.09244015494023	1.50618572306955	1.85307289691017	8.12087189150977	0.210083935014623	0.216150905004728	3.19280921355319	3.19280921355319
