target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000050719.13	1.4511864033886e-12	5.426421318191e-08	-7.77359380609854	1.09810851749465	3.19364972248932	18.2190782082731	0.00433549918574829	0.108727012825536	1.8044279751057	1.8044279751057
ENSMUST00000126663.8	3.84320029770788e-06	0.0507952517403535	-6.62736056654201	1.43459093219541	2.62267095909881	13.4909824812955	0.688487131957399	-0.295474559946452	2.39858958214853	2.39858958214853
ENSMUST00000152196.2	4.07524818070389e-06	0.0507952517403535	6.14457587863888	1.33360088696601	2.3791407587595	11.3809106728588	0.0659109542619935	0.00179761367993178	2.60182603431279	2.60182603431279
ENSMUST00000237224.2	2.55092387287776e-05	0.214800929943967	6.34244952906689	1.50643193133206	2.47837645719189	12.4155254388403	0.879622892886183	-0.445215855121103	2.52438285271908	2.52438285271908
ENSMUST00000239305.2	3.1796160522747e-05	0.214800929943967	-5.1118781301006	1.22875620821713	3.95495753791945	9.51016152353185	1.38448225348256	0.703982894556945	0.880280475365654	0.880280475365654
ENSMUST00000107170.3	3.44664931849223e-05	0.214800929943967	6.12953705212378	1.47993869388132	2.37327305638988	11.3679493075936	0.679182347270813	-0.558454890288215	2.60614545919989	2.60614545919989
ENSMUST00000131843.2	6.42362289945441e-05	0.343140758684713	-5.95055981563299	1.48887460489942	2.28216563837084	10.7903033925	0.655819346901932	-0.446375901061701	2.66930203676966	2.66930203676966
ENSMUST00000219033.2	9.02888364497073e-05	0.403510538725052	1.74052803317554	0.444544334937325	5.96473370525414	1.0726395069602	0.191551969429092	0.0132082264199427	0.104877529158211	0.104877529158211
ENSMUST00000052018.12	9.71196440115923e-05	0.403510538725052	6.34628146967157	1.62822129643932	2.4986608367154	12.1667201983446	1.46906924744679	-1.36390218412732	2.50758763782103	2.50758763782103
ENSMUST00000190785.7	0.000126868969775437	0.454398653129852	-5.88713643946361	1.53612526558974	2.25042204216566	10.7086160628313	0.849799236561092	-0.460919954344541	2.68972201081363	2.68972201081363
ENSMUST00000106142.8	0.000133671681449158	0.454398653129852	5.06534202838433	1.32614682136476	3.06791142840933	9.80770542953402	0.238879247529511	2.39911884019426	1.94527138868006	2.39911884019426
ENSMUST00000049060.8	0.000176394819516174	0.549660957180691	-5.90523569084847	1.57446739134565	2.25950977853583	10.4928032117556	1.03446442797666	-0.995388624958585	2.68395692163952	2.68395692163952
ENSMUST00000003203.14	0.000244021751427535	0.595630465071606	-5.09736417882421	1.38951297159976	1.85553490885216	8.25989961496608	0.0242517285981556	0.556952200774361	2.87186771876785	2.87186771876785
ENSMUST00000131494.8	0.000253655096588426	0.595630465071606	0.830452007144915	0.226989937030946	7.30691705689425	0.251669739410879	0.0254442355508075	0.0305239876486592	0.0518424117191617	0.0518424117191617
ENSMUST00000099678.5	0.000253868764328147	0.595630465071606	-1.02330138162205	0.279718536892366	5.85040886223774	0.337300740480281	0.00277940605853361	0.0261668754307193	0.114584283763276	0.114584283763276
ENSMUST00000097590.5	0.000255176133279059	0.595630465071606	0.916892237050632	0.250721946727159	6.20518210239253	0.305889667469963	0.00625994638423552	0.0608428725668257	0.0880322954717491	0.0880322954717491
ENSMUST00000122171.8	0.000270791803444958	0.595630465071606	-1.52467039187226	0.418664301424392	5.2239284247073	0.907721697900182	0.0594380414392565	0.203481654491505	0.196759856938437	0.203481654491505
ENSMUST00000180716.8	0.00029971275285225	0.604681368301203	5.35616884068182	1.48142649784175	1.98493723978096	8.67490538077248	0.464310375133071	-0.378882892876515	2.82762632762843	2.82762632762843
ENSMUST00000149022.8	0.000307248575875775	0.604681368301203	-5.42140106285222	1.50214322266065	3.17176852601914	10.2025805100823	1.55433083688512	0.177048744107136	1.83032055519287	1.83032055519287
ENSMUST00000127956.9	0.000408578336421104	0.76012635831803	5.16672313329672	1.46180572976662	1.89021438608842	8.12718769365429	0.343746286771617	-0.19539714575756	2.86156770059615	2.86156770059615
ENSMUST00000136250.6	0.000426888816748553	0.76012635831803	-5.01838646765423	1.42451352360099	1.81604605326717	7.65655157260151	0.161677119244667	-0.0350636805184315	2.88218104913851	2.88218104913851
ENSMUST00000149770.8	0.000492563882688056	0.83720187569793	-0.983843519665567	0.282326833337842	5.84449653475499	0.327655903488147	0.00444693917996036	0.0421424134847497	0.1151157220539	0.1151157220539
ENSMUST00000066778.6	0.000529797398969501	0.839003385792955	-0.659799428740894	0.190406202573591	7.24166262418828	0.141655553317264	0.00137395869250899	0.0124447506415176	0.0530078242752338	0.0530078242752338
ENSMUST00000029194.12	0.000543329256045727	0.839003385792955	5.67598033048559	1.64120046474275	2.21552864185773	9.78147869097154	1.32906284096264	-1.18349674427044	2.71124560724508	2.71124560724508
ENSMUST00000091201.7	0.000565411762607062	0.839003385792955	-1.03374380071854	0.29983702621755	5.69679645286659	0.369892607733829	0.00535526960804333	0.0562756479877357	0.129498093828433	0.129498093828433
ENSMUST00000122817.8	0.00061695594018783	0.839003385792955	4.75229414565049	1.38791668792749	3.01993720914304	9.08686517318833	0.862427264959501	2.02704183398194	1.99699319461918	2.02704183398194
ENSMUST00000150975.8	0.000620187446984352	0.839003385792955	-5.2443059791452	1.53224510619746	1.92900580901265	8.47398990524533	0.672975987413051	-0.394018056943155	2.84868661078606	2.84868661078606
ENSMUST00000164504.2	0.000629450317889227	0.839003385792955	5.86516441746481	1.71566451407548	2.59646668903208	10.4034414005111	1.99278661489383	-1.88854248071577	2.42247047239294	2.42247047239294
ENSMUST00000236216.2	0.000650685908806346	0.839003385792955	-0.822389909032797	0.241201429433422	6.2564840472009	0.229635476185164	0.00216419064243384	0.0312582186594066	0.0851030036986554	0.0851030036986554
ENSMUST00000123916.8	0.000682187823442554	0.850301642732915	4.49562291540334	1.32355021850668	2.76657466475659	8.16307076885043	0.367119799144424	2.25773413785626	2.26055797221919	2.26055797221919
ENSMUST00000003898.12	0.000721772326047326	0.857314805295569	-4.74585083147055	1.40361100213317	2.8346770122592	8.73624758127593	0.763378861450055	1.71076807218122	2.19180690651387	2.19180690651387
ENSMUST00000115029.2	0.000733668701881587	0.857314805295569	5.02319847381622	1.4876154607778	2.62726900246128	8.43135178175427	0.925143929431341	0.151849707505394	2.39435570928636	2.39435570928636
ENSMUST00000237541.2	0.000790072241791469	0.895247616282072	5.06072787141087	1.50785205162135	1.83721675514549	7.89064237561359	0.533586411428199	-0.274395912589268	2.87684030293989	2.87684030293989
ENSMUST00000031562.11	0.000821298436098574	0.903259188853941	5.11892416374681	1.53008543862333	1.86631492836234	7.89518703256939	0.642952376370598	-0.600237808480462	2.86878979786011	2.86878979786011
ENSMUST00000106402.8	0.000860884664417238	0.919059430117304	-5.08983891997555	1.52736165364886	2.92883893732555	9.18079515871604	1.40528209305012	0.35578926860822	2.09396833850534	2.09396833850534
ENSMUST00000027421.13	0.000913638268411647	0.919059430117304	-4.03886864615826	1.21804810801511	4.86273750278724	6.6741074144031	0.980744760436091	1.24471702972269	0.29442409537423	1.24471702972269
ENSMUST00000042121.11	0.000948987700651781	0.919059430117304	4.66390542151758	1.41106869789401	1.63880553019884	6.56122330621422	0.0771935508439366	-0.0326695858990617	2.90947875442052	2.90947875442052
ENSMUST00000196067.2	0.000984118746846508	0.919059430117304	-4.65568484415336	1.41294242379967	1.63469524151674	7.10164047143172	0.0848722414477533	0.663902834812154	2.90973719801159	2.90973719801159
ENSMUST00000232572.2	0.00100423334330749	0.919059430117304	4.67232978696265	1.42044682957537	1.64301771292138	6.73608047992649	0.11730768883215	0.116293296774064	2.90919610464395	2.90919610464395
ENSMUST00000121693.8	0.00102648436472724	0.919059430117304	-1.19230383244191	0.363156802516357	5.27525346103204	0.467125921329852	0.0105175925759171	0.0402941482655227	0.187306702244939	0.187306702244939
ENSMUST00000039388.3	0.00110013857916603	0.919059430117304	-0.811535001305271	0.248663992757356	8.36620266236738	0.2717772550559	0.000293512941034542	0.0924571590000108	0.0433339246479027	0.0924571590000108
ENSMUST00000081335.13	0.00111763306746533	0.919059430117304	5.06219609832591	1.5532461219416	1.83795163882878	7.87240344902734	0.742213194942983	-0.511394885373589	2.87664707804696	2.87664707804696
ENSMUST00000149699.8	0.00113197440362096	0.919059430117304	5.21373341361232	1.60152101654877	1.91772150179583	8.246049260617	0.994723664007968	-0.880793128818306	2.85258068566316	2.85258068566316
ENSMUST00000021458.13	0.00116694434938647	0.919059430117304	-1.08285282704576	0.333509875278512	6.34789322752018	0.485245677802243	0.00179000704367986	0.165053248318753	0.0803608779135083	0.165053248318753
ENSMUST00000162600.2	0.00117500761887456	0.919059430117304	-4.78644661926244	1.475077317723	1.70007612907127	7.20107422113721	0.36018139358499	0.0498846681932106	2.90359824630635	2.90359824630635
ENSMUST00000211861.2	0.00119239654802176	0.919059430117304	-5.10811688436037	1.57624229675687	2.02799104398381	7.9372141089078	0.917358619794611	-0.780662772767643	2.80945104733345	2.80945104733345
ENSMUST00000135909.8	0.0012626954626147	0.919059430117304	-5.5399703969431	1.71817934135687	2.34449583561365	9.88812966416458	1.80132497851492	-0.9503898979364	2.62688539508337	2.62688539508337
ENSMUST00000137717.2	0.00126669647069933	0.919059430117304	-4.50129932799874	1.39643584719371	1.55750248343943	6.164835895909	0.0135407589249052	0.0943682458706189	2.91150885406654	2.91150885406654
ENSMUST00000133747.8	0.00137312982517928	0.919059430117304	4.47250921143599	1.3975541169855	1.54310742515805	6.0118447270544	0.0185400234869072	-0.0049861070613289	2.91119624136776	2.91119624136776
ENSMUST00000021424.5	0.00138568796771275	0.919059430117304	0.654860908487431	0.20479662470578	6.88017999976954	0.161597593267528	0.00172035817698977	0.0394605798580512	0.0611921280593304	0.0611921280593304
ENSMUST00000159939.8	0.00138738160335055	0.919059430117304	-4.69824252746897	1.4694574372593	1.65597408317454	6.93702724344929	0.330743871804849	0.0629841149125245	2.90821386807014	2.90821386807014
ENSMUST00000170667.8	0.0014130034533561	0.919059430117304	4.4767434154097	1.40249663376522	1.5452245271449	6.25452372035581	0.0392403207333571	0.263452476931132	2.91125489085082	2.91125489085082
ENSMUST00000231450.2	0.00142104604715924	0.919059430117304	4.46821389648161	1.40054393502911	1.54095976768086	6.30819275629501	0.0311526904757794	0.367237470626221	2.91113228044445	2.91113228044445
ENSMUST00000112635.8	0.0014470138084616	0.919059430117304	-5.11257217826723	1.60515016328821	1.86316302295459	8.00368963017008	0.995059248501878	-0.792345065036324	2.86970132155436	2.86970132155436
ENSMUST00000224122.2	0.00145092506255113	0.919059430117304	5.12272166047861	1.60873128523068	1.86821364967936	8.17487770844353	1.01378844592834	-0.636045264400213	2.86823607619158	2.86823607619158
ENSMUST00000182327.2	0.00145598323315411	0.919059430117304	4.5004542123972	1.41376268671382	1.55707992563866	6.23596407529757	0.0865848452128327	0.113087204702737	2.9115025563036	2.9115025563036
ENSMUST00000043589.8	0.00145758551349225	0.919059430117304	5.51295739930233	1.73200145253608	2.06333180645653	9.36360901187471	1.70646310547657	-1.39921407307902	2.79328044190407	2.79328044190407
ENSMUST00000134176.8	0.00146613516124962	0.919059430117304	5.07817602414888	1.59625595890257	1.84594088189433	7.77624156372433	0.947537006326793	-0.897686951261582	2.87451262317116	2.87451262317116
ENSMUST00000139385.8	0.00147192261974495	0.919059430117304	5.13386533247001	1.61434034256095	1.87378548567506	8.00109535277286	1.04255095571946	-0.924896734229902	2.86659115671023	2.86659115671023
ENSMUST00000106913.3	0.00151046652453636	0.919059430117304	4.69766436699306	1.48066821595373	2.04393354530959	7.73713632068032	0.486272801954235	0.909628659552573	2.80229474664917	2.80229474664917
ENSMUST00000142542.8	0.00153856547972356	0.919059430117304	-4.72217614754019	1.49091092900682	1.66794089321015	7.80203243670033	0.42706749873287	0.963367708993494	2.9071555986151	2.9071555986151
ENSMUST00000126267.8	0.00154815666332308	0.919059430117304	4.60944566937427	1.4561500380193	1.61157565412719	6.42683962198351	0.269681682835213	-0.203753172448287	2.91087771700019	2.91087771700019
ENSMUST00000112425.8	0.00154843805250689	0.919059430117304	5.27196283781092	1.66547078837081	1.94285053129834	8.44225056077092	1.31694413851339	-1.18672799877198	2.84374528186135	2.84374528186135
ENSMUST00000039564.11	0.00163001699638151	0.93920065409959	4.55523870234079	1.44588660932013	1.58447217061045	6.37239389477691	0.224331593011544	-0.0401640877791958	2.91155053750533	2.91155053750533
ENSMUST00000163845.4	0.00164207592874911	0.93920065409959	4.64800352209536	1.47634052756594	3.10828726036962	9.09667864642369	1.30188718322478	1.96748484677575	1.90149753952618	1.96748484677575
ENSMUST00000005103.12	0.00165772318804517	0.93920065409959	0.72434166917083	0.230274717700759	6.4120937709788	0.218551252068991	0.00218396949815584	0.0742535254516386	0.0773556989200904	0.0773556989200904
ENSMUST00000167667.8	0.00169572495065852	0.946391687760806	-4.41533046263966	1.40664059917295	2.55795687423536	7.29644339523937	0.511188626308546	1.29868695737303	2.45676803655389	2.45676803655389
ENSMUST00000102683.11	0.00198844535652843	0.99998620485367	5.58093519863291	1.80498725363034	2.09733807459455	9.35337758465397	2.11029398427797	-2.09863613771291	2.77667449437401	2.77667449437401
ENSMUST00000003416.15	0.00198916021882913	0.99998620485367	4.97340897241025	1.60855650281792	1.79379251130289	7.54637033985908	0.993858436505623	-0.836444314250797	2.8873225976311	2.8873225976311
ENSMUST00000162082.8	0.00206116189292407	0.99998620485367	-4.94850935602272	1.60599406372354	1.78111487358694	7.42347147937047	0.97879131423064	-0.882356282509196	2.89003408484225	2.89003408484225
ENSMUST00000236451.2	0.00208041980610393	0.99998620485367	5.05060697811608	1.64060374821376	1.8321563084981	7.7626368562467	1.15921437975563	-1.02165487722032	2.87815660822392	2.87815660822392
ENSMUST00000132109.8	0.00208190210262249	0.99998620485367	-4.84839412613886	1.57502692306523	1.73104990958859	7.18914391971841	0.821877607699881	-0.650544808943526	2.8991871048706	2.8991871048706
ENSMUST00000114466.8	0.00209236685494904	0.99998620485367	4.30730796447338	1.39993176545423	1.46050680167674	5.63974838069956	0.0342129291507052	0.0581343339178148	2.90550049274099	2.90550049274099
